240;1609
241;1611
242;1628
243;1619
244;1660
245;1638
246;1645
247;1677
248;1678
249;1678
250;1661
251;1707
252;1705
253;1716
254;1706
255;1729
256;1684
257;1762
258;1766
259;1745
260;1760
261;1782
262;1781
263;1798
264;1773
265;1802
266;1843
267;1799
268;1845
269;1839
270;1845
271;1886
272;1848
273;1873
274;1875
275;1898
276;1880
277;1911
278;1928
279;1872
280;1935
281;1915
282;1970
283;1934
284;1981
285;1960
286;2001
287;1994
288;2007
289;2029
290;2030
291;2006
292;2060
293;2023
294;2058
295;2032
296;2105
297;2041
298;2140
299;2067
300;2070
301;2105
302;2093
303;2124
304;2133
305;2123
306;2146
307;2229
308;2146
309;2163
310;2163
311;2192
312;2219
313;2226
314;2201
315;2264
316;2248
317;2245
318;2251
319;2298
320;2277
321;2307
322;2270
323;2287
324;2286
325;2321
326;2365
327;2325
328;2351
329;2354
330;2376
331;2396
332;2364
333;2404
334;2420
335;2359
336;2382
337;2458
338;2410
339;2455
340;2477
341;2414
342;2449
343;2507
344;2478
345;2438
346;2482
347;2517
348;2506
349;2486
350;2533
351;2536
352;2595
353;2528
354;2548
355;2572
356;2562
357;2559
358;2606
359;2604
360;2571
361;2617
362;2620
363;2615
364;2657
365;2688
366;2659
367;2671
368;2663
369;2683
370;2706
371;2715
372;2756
373;2749
374;2656
375;2755
376;2743
377;2755
378;2773
379;2816
380;2746
381;2789
382;2861
383;2808
384;2842
385;2792
386;2866
387;2836
388;2875
389;2892
390;2902
391;2913
392;2856
393;2935
394;2976
395;2947
396;2916
397;2918
398;2911
399;2944
400;2966
401;3011
402;3011
403;3008
404;2979
405;2990
406;3032
407;3051
408;3021
409;3059
410;3056
411;3071
412;3032
413;3068
414;3092
415;3117
416;3126
417;3126
418;3170
419;3127
420;3203
421;3122
422;3237
423;3182
424;3164
425;3163
426;3212
427;3171
428;3224
429;3202
430;3271
431;3262
432;3271
433;3277
434;3294
435;3291
436;3300
437;3303
438;3292
439;3282
440;3283
441;3315
442;3345
443;3348
444;3362
445;3395
446;3390
447;3375
448;3430
449;3419
450;3369
451;3404
452;3462
453;3463
454;3425
455;3508
456;3470
457;3505
458;3504
459;3524
460;3479
461;3572
462;3476
463;3558
464;3560
465;3510
466;3568
467;3641
468;3565
469;3597
470;3618
471;3627
472;3696
473;3646
474;3580
475;3623
476;3609
477;3715
478;3662
479;3651
480;3718
481;3699
482;3655
483;3678
484;3648
485;3724
486;3729
487;3752
488;3740
489;3742
490;3799
491;3821
492;3822
493;3810
494;3821
495;3844
496;3841
497;3859
498;3807
499;3912
500;3841
501;3847
502;3892
503;3898
504;3975
505;3921
506;3883
507;3889
508;3909
509;3956
510;3988
511;3988
512;3996
513;3962
514;3996
515;3998
516;4084
517;4081
518;4011
519;4140
520;4016
521;4063
522;4045
523;4060
524;4090
525;4116
526;4237
527;4062
528;4130
529;4122
530;4147
531;4148
532;4198
533;4145
534;4186
535;4192
536;4218
537;4132
538;4201
539;4247
540;4259
541;4273
542;4260
543;4324
544;4284
545;4347
546;4236
547;4357
548;4342
549;4315
550;4430
551;4260
552;4373
553;4415
554;4336
555;4347
556;4369
557;4390
558;4395
559;4434
560;4417
561;4430
562;4402
563;4431
564;4538
565;4466
566;4436
567;4476
568;4542
569;4466
570;4518
571;4516
572;4528
573;4547
574;4506
575;4564
576;4598
577;4626
578;4658
579;4568
580;4588
581;4632
582;4664
583;4599
584;4664
585;4628
586;4712
587;4695
588;4775
589;4695
590;4676
591;4710
592;4866
593;4746
594;4758
595;4750
596;4779
597;4832
598;4817
599;4782
600;4770
601;4847
602;4819
603;4884
604;4791
605;4785
606;4870
607;4903
608;4915
609;4874
610;4887
611;4910
612;4923
613;4860
614;4964
615;4982
616;4989
617;5018
618;4960
619;4961
620;5068
621;5002
622;5004
623;4996
624;5101
625;5081
626;5042
627;5073
628;5074
629;5193
630;5080
631;5095
632;5144
633;5083
634;5156
635;5129
636;5294
637;5129
638;5416
639;5264
640;5262
641;5144
642;5198
643;5196
644;5199
645;5238
646;5229
647;5282
648;5236
649;5248
650;5298
651;5328
652;5259
653;5431
654;5311
655;5270
656;5384
657;5369
658;5310
659;5318
660;5366
661;5352
662;5547
663;5340
664;5416
665;5403
666;5477
667;5406
668;5493
669;5535
670;5425
671;5449
672;5465
673;5580
674;5497
675;5562
676;5483
677;5679
678;5532
679;5564
680;5533
681;5588
682;5608
683;5568
684;5578
685;5592
686;5661
687;5599
688;5650
689;5633
690;5662
691;5648
692;5627
693;5777
694;5643
695;5655
696;5842
697;5716
698;5669
699;5755
700;5713
701;5726
702;5862
703;5787
704;5863
705;5883
706;5891
707;5837
708;5955
709;5852
710;5822
711;5885
712;5859
713;5881
714;5868
715;5940
716;5916
717;6011
718;5918
719;5955
720;5911
721;5890
722;6083
723;5947
724;5983
725;5999
726;5982
727;5953
728;6044
729;6076
730;6052
731;6034
732;6105
733;6038
734;6039
735;6075
736;6179
737;6129
738;6096
739;6122
740;6218
741;6119
742;6144
743;6135
744;6360
745;6203
746;6192
747;6296
748;6253
749;6202
750;6241
751;6233
752;6364
753;6218
754;6324
755;6277
756;6341
757;6335
758;6302
759;6394
760;6362
761;6335
762;6320
763;6432
764;6389
765;6403
766;6323
767;6452
768;6420
769;6428
770;6426
771;6479
772;6421
773;6509
774;6572
775;6494
776;6488
777;6524
778;6499
779;6488
780;6605
781;6521
782;6540
783;6595
784;6615
785;6610
786;6669
787;6626
788;6574
789;6544
790;6641
791;6715
792;6635
793;6702
794;6643
795;6730
796;6659
797;6692
798;6721
799;6782
800;6698
801;6759
802;6743
803;6800
804;6733
805;6808
806;6870
807;6808
808;6765
809;6800
810;6805
811;6863
812;7045
813;6845
814;6896
815;6872
816;7018
817;6897
818;6911
819;6938
820;6952
821;6970
822;6995
823;6985
824;7060
825;6982
826;7014
827;7244
828;7025
829;7079
830;7096
831;7028
832;7011
833;7057
834;7079
835;7014
836;7171
837;7199
838;7419
839;7175
840;7041
841;7066
842;7213
843;7222
844;7166
845;7157
846;7200
847;7301
848;7206
849;7317
850;7227
851;7349
852;7192
853;7262
854;7199
855;7264
856;7315
857;7553
858;7371
859;7363
860;7307
861;7317
862;7319
863;7298
864;7390
865;7410
866;7376
867;7420
868;7505
869;7413
870;7496
871;7396
872;7569
873;7407
874;7444
875;7468
876;7567
877;7535
878;7751
879;7447
880;7587
881;7692
882;7553
883;7527
884;7506
885;7664
886;7635
887;7754
888;7597
889;7580
890;7632
891;7714
892;7725
893;7696
894;7747
895;7691
896;7664
897;7692
898;7744
899;7795
900;7758
901;7672
902;7692
903;7757
904;7715
905;7776
906;7794
907;7811
908;8041
909;7899
910;7922
911;7904
912;7977
913;7917
914;7927
915;8048
916;7877
917;8017
918;7989
919;7979
920;7941
921;7976
922;7908
923;7987
924;7942
925;7990
926;8091
927;7980
928;8009
929;7933
930;8033
931;8059
932;8044
933;8061
934;8112
935;8046
936;8183
937;8069
938;8041
939;8141
940;8196
941;8144
942;8127
943;8105
944;8192
945;8152
946;8126
947;8247
948;8248
949;8397
950;8261
951;8249
952;8347
953;8168
954;8304
955;8344
956;8272
957;8336
958;8356
959;8354
960;8331
961;8232
962;8349
963;8471
964;8594
965;8417
966;8389
967;8399
968;8400
969;8577
970;8435
971;8397
972;8493
973;8584
974;8514
975;8485
976;8455
977;8478
978;8507
979;8527
980;8550
981;8512
982;8579
983;8446
984;8746
985;8649
986;8672
987;8707
988;8681
989;8658
990;8885
991;8734
992;8653
993;8618
994;8664
995;8812
996;8684
997;8815
998;8981
999;8828
